domain_name,problem_name,experiment_name,search_elapsed_time,solution_size,expanded_nodes,heuristic_name,heuristic_elapsed_time,total_landmarks,task_landmarks,method_landmarks,fact_landmarks,mincov_disj_landmarks,mincov_disj_elapsed_time,facts,decompositions,operators,abstract_tasks,tor_elapsed_time
Depots,p13,NOVELTY-satistdg,0.0068,36,223,novelty_satistdg,,,,,,,,,,,,
Depots,p13,NOVELTY-lmcount-update,0.0126,36,144,novelty_lmcount,,,,,,,,,,,,
Depots,p06,LMCOUNT-update,0.0669,91,867,lmcount,,119,32,1,86,0,,,,,,
Depots,p06,TDG-satis,0.0969,91,8988,,,,,,,,,,,,,
Depots,p06,NOVELTY-yep,0.5236,91,9598,novelty_yep,,,,,,,,,,,,
Depots,p06,NOVELTY-satistdg,0.2509,91,8988,novelty_satistdg,,,,,,,,,,,,
Depots,p06,NOVELTY-lmcount-update,0.0721,91,867,novelty_lmcount,,,,,,,,,,,,
Depots,p04,LMCOUNT-update,0.0097,50,200,lmcount,,73,21,1,51,0,,,,,,
Depots,p04,TDG-satis,0.0054,50,472,,,,,,,,,,,,,
Depots,p04,NOVELTY-yep,0.0243,50,466,novelty_yep,,,,,,,,,,,,
Depots,p04,NOVELTY-satistdg,0.0118,50,476,novelty_satistdg,,,,,,,,,,,,
Depots,p04,NOVELTY-lmcount-update,0.0133,50,200,novelty_lmcount,,,,,,,,,,,,
Depots,p01,LMCOUNT-update,0.0022,14,45,lmcount,,31,8,1,22,0,,,,,,
Depots,p01,TDG-satis,0.001,14,56,,,,,,,,,,,,,
Depots,p01,NOVELTY-yep,0.0031,14,56,novelty_yep,,,,,,,,,,,,
Depots,p01,NOVELTY-satistdg,0.0016,14,56,novelty_satistdg,,,,,,,,,,,,
Depots,p01,NOVELTY-lmcount-update,0.0026,14,45,novelty_lmcount,,,,,,,,,,,,
Depots,p14,LMCOUNT-update,0.0237,46,685,lmcount,,79,19,1,59,0,,,,,,
Depots,p14,TDG-satis,0.008,46,895,,,,,,,,,,,,,
Depots,p14,NOVELTY-yep,0.0479,46,988,novelty_yep,,,,,,,,,,,,
Depots,p14,NOVELTY-satistdg,0.0225,46,947,novelty_satistdg,,,,,,,,,,,,
Depots,p14,NOVELTY-lmcount-update,0.0354,46,685,novelty_lmcount,,,,,,,,,,,,
Depots,p08,LMCOUNT-update,0.012,54,240,lmcount,,90,25,1,64,0,,,,,,
Depots,p08,TDG-satis,0.0049,54,506,,,,,,,,,,,,,
Depots,p08,NOVELTY-yep,0.0275,54,506,novelty_yep,,,,,,,,,,,,
Depots,p08,NOVELTY-satistdg,0.0131,54,506,novelty_satistdg,,,,,,,,,,,,
Depots,p08,NOVELTY-lmcount-update,0.0172,54,240,novelty_lmcount,,,,,,,,,,,,
Depots,p11,LMCOUNT-update,0.0315,72,516,lmcount,,106,28,1,77,0,,,,,,
Depots,p11,TDG-satis,0.0286,72,3247,,,,,,,,,,,,,
Depots,p11,NOVELTY-yep,0.1675,72,3280,novelty_yep,,,,,,,,,,,,
Depots,p11,NOVELTY-satistdg,0.0799,72,3247,novelty_satistdg,,,,,,,,,,,,
Depots,p11,NOVELTY-lmcount-update,0.041,72,516,novelty_lmcount,,,,,,,,,,,,
Depots,p03,LMCOUNT-update,0.0119,43,179,lmcount,,62,17,1,44,0,,,,,,
Depots,p03,TDG-satis,0.011,43,1130,,,,,,,,,,,,,
Depots,p03,NOVELTY-yep,0.0485,43,1118,novelty_yep,,,,,,,,,,,,
Depots,p03,NOVELTY-satistdg,0.0225,43,1130,novelty_satistdg,,,,,,,,,,,,
Depots,p03,NOVELTY-lmcount-update,0.015,43,179,novelty_lmcount,,,,,,,,,,,,
Depots,p02,LMCOUNT-update,0.0059,23,168,lmcount,,46,12,1,33,0,,,,,,
Depots,p02,TDG-satis,0.0024,23,235,,,,,,,,,,,,,
Depots,p02,NOVELTY-yep,0.0098,23,230,novelty_yep,,,,,,,,,,,,
Depots,p02,NOVELTY-satistdg,0.0044,23,237,novelty_satistdg,,,,,,,,,,,,
Depots,p02,NOVELTY-lmcount-update,0.0073,23,168,novelty_lmcount,,,,,,,,,,,,
Depots,p07,LMCOUNT-update,0.009,33,230,lmcount,,52,15,1,36,0,,,,,,
Depots,p07,TDG-satis,0.0085,33,636,,,,,,,,,,,,,
Depots,p07,NOVELTY-yep,0.0285,33,620,novelty_yep,,,,,,,,,,,,
Depots,p07,NOVELTY-satistdg,0.014,33,674,novelty_satistdg,,,,,,,,,,,,
Depots,p07,NOVELTY-lmcount-update,0.0123,33,230,novelty_lmcount,,,,,,,,,,,,
Depots,p05,LMCOUNT-update,0.0293,70,340,lmcount,,90,25,1,64,0,,,,,,
Depots,p05,TDG-satis,0.0577,70,5549,,,,,,,,,,,,,
Depots,p05,NOVELTY-yep,0.2864,70,5519,novelty_yep,,,,,,,,,,,,
Depots,p05,NOVELTY-satistdg,0.1359,70,5549,novelty_satistdg,,,,,,,,,,,,
Depots,p05,NOVELTY-lmcount-update,0.0402,70,340,novelty_lmcount,,,,,,,,,,,,
Depots,p09,LMCOUNT-update,0.0442,92,733,lmcount,,132,38,1,93,0,,,,,,
Depots,p09,TDG-satis,0.0241,92,2270,,,,,,,,,,,,,
Depots,p09,NOVELTY-yep,0.1507,92,2266,novelty_yep,,,,,,,,,,,,
Depots,p09,NOVELTY-satistdg,0.0716,92,2270,novelty_satistdg,,,,,,,,,,,,
